;link;hasil;sentiment
2321;https://twitter.com/duIset123/status/1226078837445804032;   foto  menaranya takut euy   anginnya kencang nyakin        masuknya gratis  bayar parkir ribu kalo   perahu    asik   melulu mall;0
2322;https://twitter.com/satpolppsby/status/1224542445309841409;    disekitaran area   sawah       membuang sampah sembarangan nabadikan moment spesialmu   raya   upload  twitter   tag foto terkeren   repost;0
2323;https://twitter.com/stikes_surabaya/status/1224177921599864834;himabi stikes  menerima program hibah bina desa  kemdikbud ditjen belmawa ndengan tema pemberdayaan masyarakat  potensi buah   sumber pangan  kampung  ;2
2324;https://twitter.com/AdindaFlorensya/status/1224144552690442240; sih mencoba mampir eh   nyaman wisata   ;0
2325;https://twitter.com/0831SbyTimur/status/1223571757874831360;danramil  mayor chb supriyanto menghadiri rapat koorsinasi  rangka pengembangan wisata   pembentukan kelompok sadar wisata pokdarwis  gazebo wisata magruve keluarga gununganyar  kec   ;0
2326;https://twitter.com/angelacolline27/status/1221279606860156928;taman      java  january;2
2327;https://twitter.com/Senhora_Windy/status/1215797571471298560;last wig njalan     eco wisata   ;1
2328;https://twitter.com/ashar_nrr/status/1215283192636170240;    ;1
2329;https://twitter.com/tahuisicriespy/status/1214844959058092032;atlantis land  north quay house  sampoerna ciputra waterpark  carnival      museum bi;2
2330;https://twitter.com/serendipitywmn/status/1214827908272775168;  wisata  taman flora  bratang taman flora             binatang ;2
2331;https://twitter.com/imeragustin/status/1214822208842821632;    ;1
2332;https://twitter.com/rosalinalotak/status/1213409350921773056;    ;1
2334;https://twitter.com/BagusAufclarung/status/1212580250221199360;nitip ah ben  ilengno mark zukipli   wisata   ;1
2335;https://twitter.com/myutmyutmassay/status/1211563202296856576;pol pp jj eco wisata   ;1
2336;https://twitter.com/petualang1505/status/1211511695799025664;   ecotourism noppo cph lr nsurabaya ;1
2337;https://twitter.com/novindatri_/status/1204401495212343296;    melelahkan kaki   mengejar  hati   berharap eco wisata   ;0
2338;https://twitter.com/lhutyyan_/status/1202943636612075520;   terbaik  ikhlas   ;2
2339;https://twitter.com/shmhfnd/status/1201826859446489088;     hujan;0
2340;https://twitter.com/ini_surabaya/status/1200299247314169858;pemandangan    mencakup wilayah  pusat full  utara full        terpotong    timurnya pakuwon city;2
2341;https://twitter.com/ini_surabaya/status/1200299179978964992;pemandangan    mencakup wilayah  pusat full  utara full        terpotong    timurnya pakuwon city;2
2342;https://twitter.com/sigap88news1/status/1200024869645275141;forkopimka    pln tanam ribuan bibit ;1
2343;https://twitter.com/petualang1505/status/1199925318363930624;   ecotourism noppo cph lr nsurabaya ;1
2344;https://twitter.com/Zhivnaafniza/status/1197187733040447491;   wkwk;1
2345;https://twitter.com/tias28/status/1194995971215761410;wisata   ;1
2346;https://twitter.com/sbyfess/status/1194445009644212224;cak kalo   wisata     kapal   sih bayar piro;0
2347;https://twitter.com/tias28/status/1193861357516591106;kalo sekilas  kayak rimbun hijau dingin  haha  aslinya hmm wisata   ;2
2348;https://twitter.com/tias28/status/1193746290259243010; menyangka kalo      kayak      kota hahaha next time kalo  planing  dimatengin  guys   puas kemarin  wisata   ;0
2349;https://twitter.com/khoirulanam_99/status/1192798957455306752;hadapi  kesantuy   jalani  lapang dada;2
2350;https://twitter.com/marbudsby/status/1192261315852529664;bertempat  wisata      pemateri  teman teman mahasiswa uinsa  naktivitas komunitas lingkungan  peran  komunitas lingkungan    keberlangsungan lingkungan hidup;1
2351;https://twitter.com/petualang1505/status/1190490211362332673;    noppo cph nsnapseed lr nsurabaya ;1
2352;https://twitter.com/arifprasetia/status/1189660824798978048; conservationekotourism   port;1
2354;https://twitter.com/marlianasaputri/status/1187181428494213122;sayang   jannah amin eco wisata   ;2
2355;https://twitter.com/VenuzAja/status/1184839626311241729;santuy  iyahh rayhandzakapratama wisata   ;1
2356;https://twitter.com/VenuzAja/status/1184838955797286916; rayhan smile wisata   ;2
2357;https://twitter.com/petualang1505/status/1184823517621018625;    nsmartphone oppo cph nsnapseed lr nsurabaya ;1
2358;https://twitter.com/nightlightsub_/status/1184664429629038592;  dihitungnya beda  pemkot  pengurus            dihitung berbeda  pengelolanya nnah  ketambahan     ;0
2359;https://twitter.com/commugemedia/status/1179673454104268800; cerita  ramon    nmenyusuri       dikelilingi tanaman  berjenis rhizopora  terhitung  tingkat kerapatannya;0
2360;https://twitter.com/IkaWidianingsi3/status/1178647022615715842; mimpi    nyata   memiliki keberanian  mengejarnya;2
2361;https://twitter.com/rnawsya/status/1178221474957541376;wisata    ;1
2362;https://twitter.com/petualang1505/status/1174349357954433025;   ecotourism nsmartphone oppo cph nsnapseed lr nsurabaya ;1
2363;https://twitter.com/bunnybinn/status/1174341168781381632;jember held soobin birthday event   kota pahlawan    project  tanam       bersih    gituuuu;2
2364;https://twitter.com/intan00097351/status/1173964214664343552;potret    alternatif liburan gratis  ;2
2365;https://twitter.com/Itapebri3/status/1173228222781112323;ayo jelajahi kawasan wisata   kawasan    ;2
2366;https://twitter.com/itapebri1/status/1173206323820818432;ayo jelajahi wisata     kawasan   ;2
2367;https://twitter.com/ToufanWH/status/1171209451036119041;  celah eco wisata   ;1
2368;https://twitter.com/ToufanWH/status/1171195951408668672;little step nsetiap mimpi    langkah  eco wisata   ;2
2369;https://twitter.com/ToufanWH/status/1171195661947158528;ikat  kuat eco wisata   ;0
2370;https://twitter.com/petualang1505/status/1170244547487494145;   ecotourism nsmartphone oppo cph nsnapseed lr nsurabaya ;1
2371;https://twitter.com/RA_rabdi/status/1169538312601661440;    refreshing suasana hati  pikiran nlike comment subscribe;0
2372;https://twitter.com/petualang1505/status/1167455010914848770;   ecotourism nsmartphone oppo cph nsnapseed lr nsurabaya ;1
2373;https://twitter.com/deviikaa_/status/1167086997816655878;tutorial buka kacamata eco wisata   ;2
2374;https://twitter.com/kwardajatim/status/1166848971257667587;spot    raya    ndalam rangka menyambut peringatan hut nkemerdekaan republik pemkot  menyelenggarakan kegiatan penanaman pohon  tebar benih ikan  bozem  sawah njl;0
2375;https://twitter.com/sigap88news1/status/1166697775746166784;jaga kawasan   petugas gabungan    patroli perairan;0
2376;https://twitter.com/gen1031fmsby/status/1163329748879069186;wali kota  tri rismaharini    wilayah    musim hujan mengalami banjir    upaya penanaman pohon   menanggulangi permasalahan ;0
2377;https://twitter.com/satpolppsby/status/1162628542602997760;     berwisata     ayo;2
2378;https://twitter.com/satpolppsby/status/1162628195184590848;benaran min luas lahan  wilayah    mencapai hektar  kedepan  ditanami  jenis   bertahap;2
2379;https://twitter.com/Khomari51414231/status/1162300444967751680;kerja bhakti penanaman pohon    ;0
2380;https://twitter.com/BanggaSurabaya/status/1162256969119367168; pagi bu risma ajak     menanam ribu pohon   kawasan    nsebanyak orang menanami pohon    lahan seluas ha    opd pemkot  forpimda kota  perusahaan  bantu  csr;0
2381;https://twitter.com/dwialdyansyah/status/1158955554292883457;sony dsc eco wisata   ;2
2382;https://twitter.com/chelfiorenza/status/1156034237394374656;kayak   amazon minus anaconda;0
2383;https://twitter.com/chelfiorenza/status/1156005245832425475;penanaman   muara    memperingati international  day  teman  adc  rotaryclubofsurabaja sahabat pena nkali  proses penanamannya  mudah cepat;0
2384;https://twitter.com/SRIR84977887/status/1152825962846773248;   digalakkan penanaman     dilestarikan contohnya  wil     daerah  dsbnya;1
2385;https://twitter.com/petualang1505/status/1150303561781149696;   ecotourism nlocation nsurabaya  ndevice gear nsmartphone oppo cph nedit  nsnapseed lr ndate  post;2
2386;https://twitter.com/marinebuddies/status/1150254542916730880;  teman teman mengadakan ta arove tanam   berlokasi dikawasan      lahan basah  menyurutkan semangat aksi nyata    menanam bibit baby ;0
2387;https://twitter.com/anggitaramani/status/1149120063745798146;   ngreen nature energi  calming effect  mood booster nif nphoto  imron r nloc   ;2
2388;https://twitter.com/petualang1505/status/1125239474554720256;    noppo cph  current gear nedited  lr snapseed nsurabaya ;1
2389;https://twitter.com/petualang1505/status/1125059062440218624;    noppo cph  current gear nedited  lr snapseed nsurabaya ;1
2390;https://twitter.com/petualang1505/status/1122155091341926400;    noppo cph  current gear nedited  lr snapseed nsurabaya ;1
2391;https://twitter.com/boenda_raja/status/1122076555901980672;gen corps fkp unair lakukan penanaman       ;1
2392;https://twitter.com/petualang1505/status/1117301461119954945;    noppo cph  current gear nedited  lr nsurabaya ;1
2393;https://twitter.com/kwardajatim/status/1117037464575725568;penanaman  pramuka  dharma wanita       mahapala stiesia  pohon   tanam  berguna berabad abad ;1
2394;https://twitter.com/eventsurabaya/status/1116554032485683200; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2395;https://twitter.com/eventsurabaya/status/1116191643626090496; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2396;https://twitter.com/eventsurabaya/status/1115829257434030081; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2397;https://twitter.com/eventsurabaya/status/1115466868222038017; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2398;https://twitter.com/eventsurabaya/status/1115107535059427333; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2399;https://twitter.com/eventsurabaya/status/1114742344555929600; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2400;https://twitter.com/eventsurabaya/status/1114379956254068736; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2401;https://twitter.com/marbudsby/status/1114093260677324800;selamat sore buddies njumat maret   menghadiri acara tanam    hour   berkolaborasi  angkasa pura      ;0
2402;https://twitter.com/eventsurabaya/status/1113828786821378048; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2403;https://twitter.com/eventsurabaya/status/1113450932669419520; stiesia economic heroes give    sabtu april     selesai pendaftaran aksi;2
2404;https://twitter.com/Mukhlis_Thohari/status/1112749227875033089;wisata     via;1
2405;https://twitter.com/LMIZakat/status/1112584449072361472;laznas lmi dukung  miliki   terbesar  dunia nahad pagi laznas lmi  gerakan sadar mitigasi bencana  menanam bibit      nberita selengkapnya;0
2406;https://twitter.com/almuslimjatim/status/1108557163192958977;tanam  konservasi air selamatkan bumi ntopik  diangkat  peringatan  air sedunia   bumi  dilaksanakan  taman wisata eco    ;0
2407;https://twitter.com/almuslimjatim/status/1108556291096535040;tanam  konservasi air selamatkan bumi ntopik  diangkat  peringatan  air sedunia   bumi  dilaksanakan  taman wisata eco    ;0
2408;https://twitter.com/almuslimjatim/status/1108313462604652544;tanam  konservasi air selamatkan bumi ntopik  diangkat  peringatan  air sedunia   bumi  dilaksanakan  taman wisata eco    ;0
2409;https://twitter.com/majalahSCG/status/1104959074683244544;pesiar    ;1
2410;https://twitter.com/e100ss/status/1102133945964085248;info  mobil   perum taman    satriana pendengar ss melaporkan   pmk  lokasi posisinya   pintu masuk  odp hm;0
2411;https://twitter.com/BanggaSurabaya/status/1101842371195498498;        titik lokasi   ditanami cemara udang    pakal        kota semur welut  romokalisari;0
2412;https://twitter.com/triekosulistio1/status/1100180899080097792;     hidup  mudah ntapi nmintalah kekuatan   kemudahan menjalani hidup  conservationekotourism   port;2
2413;https://twitter.com/e100ss/status/1099206041043116032;berwisata       sarana penghilang lelah dilengkapi  jogging track spot foto instagramable gazebo  menara pantau  raya  seluas hektar    tujuan wisata  pekan ;2
2414;https://twitter.com/chelfiorenza/status/1095454305794945024; kayak gadus amazon ;0
2415;https://twitter.com/ahmadnoormuham3/status/1095081477153275904;   ;1
2416;https://twitter.com/chelfiorenza/status/1094962558409138176;adc  dkpp  ;1
2417;https://twitter.com/chelfiorenza/status/1094956884812009474;senang  kalo view  ijo   ;1
2418;https://twitter.com/chelfiorenza/status/1094794093069099011;pasukan berani kotor ;0
2419;https://twitter.com/chelfiorenza/status/1094789876975689728;ranger pink  nungggu panggilan tugas ;0
2420;https://twitter.com/gen1031fmsby/status/1093064252254912512;realisasi pemkot     raya      mencuri perhatian wisatawan  pembangunan  capai persen      tahap pembangunan      ribu pohon ;0
2421;https://twitter.com/jatimnet1/status/1092771111710818304; raya       daya tarik   dijadikan  berlibur  tempatnya bagus  menarik  keluarga  anak milenial;0
2422;https://twitter.com/kagung13/status/1089903751845085184;added video  playlist     ;2
2423;https://twitter.com/mradiosby/status/1088987561052139521;  keseruan  green concert   kali  lokasinya    bibit   bareng  teman teman nmau tau  serunya swipe left;0
2424;https://twitter.com/EHindonesia/status/1088421019335815168;  pekan   kota   mengadakan aksi lingkunga   volunteer berkolaboraksi mengadakan penanaman bibit     mangorove  ;0
2425;https://twitter.com/gen1031fmsby/status/1087941747802558464;dishub   pengukuran kapal  penerbitan pas  gratis  pemilik kapal   gross ton    kawasan      pemberian pas  gratis  upaya  mensejahterakan nelayan  ;1
2426;https://twitter.com/jatimnet1/status/1087892729793658885;menjaga ekologi  melindungi  abrasi  erosi   air pasang pemkot  memperkuat konsep pembangunan  raya   kawasan    ;0
2427;https://twitter.com/antaranews/status/1087675481233645569;pemkot  lakukan penanaman bibit    raya    ;1
2428;https://twitter.com/e_ppob/status/1087654800861343745;bibit  ditanam   raya    ;1
2429;https://twitter.com/travelogers/status/1087653915431264258;bibit  ditanam   raya    ;1
2430;https://twitter.com/arikrniawan/status/1087653427054821378;bibit  ditanam   raya    ;1
2431;https://twitter.com/antaranews/status/1087651613701943298;bibit  ditanam   raya    ;1
2432;https://twitter.com/tribunjatim/status/1087623286865838080;pertamina tanam bibit    raya    via;1
2433;https://twitter.com/EHKotaBatu/status/1087210447328038912; aksi bersih lingkungan   mengikuti aksi  diadakan   wisata   ;2
2434;https://twitter.com/marbudsby/status/1087174413672312834;acara dilangsungkan       buddies      daerah pesisir;1
2435;https://twitter.com/jatimnet1/status/1084344302396788736;wali kota  tri rismaharini  mengembangkan wisata edukasi   rencananya  risma  kembangkan lingkungan hijau  wilayah  keputih  ayu   ;2
2436;https://twitter.com/mrudifirmans/status/1084191046526009345;log wisata       bambu  park ;0
2437;https://twitter.com/mrudifirmans/status/1083841448926216193;destinasi wisata  trailer htan bambu keputih htan     ;0
2438;https://twitter.com/petualang1505/status/1083665606874812417;parkir nasus zad nsnapseed lr nekowisata    nsurabaya ;2
2439;https://twitter.com/fuadhs84/status/1082647217121488896; mobil avanza masuk kali    arah   pintu air taman rivera;0
2440;https://twitter.com/Angga_dwp/status/1078559329056378880;somedays   want alone  conservationekotourism   port;0
2441;https://twitter.com/dwinsani/status/1078484804327231488; scn food juntion snq     kbs nmalang  batu   wisata  ;1
2442;https://twitter.com/DimasDSS1/status/1077095199401299969; suka video menara    ;0
2443;https://twitter.com/DimasDSS1/status/1077090997841158144;menara     ;1
2444;https://twitter.com/kagung13/status/1075540660650995713;     via;1
2445;https://twitter.com/officialtaro/status/1069956950157340672;cameramen tersayang eviliani digeser  conservationekotourism   port;1
2446;https://twitter.com/prasty13/status/1069087741822947329;jalan  kawasan     ndien;1
2447;https://twitter.com/cakrabuana_indo/status/1060085468912476162;      wisat alam  instagrammable;0
2448;https://twitter.com/cakrabuana_indo/status/1060083607568609280; kalah           wisat alam  instagrammable dikelola  pemerintah   bakau  memiliki ;0
2449;https://twitter.com/MediaRAGA/status/1052037792899977217;salam persaudaraan psht ranting     minggu tanggal oktober  kegiatan pengambilan sabuk jambon nyang bertempat  wisata   ngiat   jam;0
2450;https://twitter.com/MediaRAGA/status/1052035646318108673;salam persaudaraan psht ranting     minggu tanggal oktober  kegiatan pengambilan sabuk jambon nyang bertempat  wisata   ngiat   jam;0
2451;https://twitter.com/d_onenews_com/status/1030827863564476416;lestarikan   pln sumbang pohon bakau  wonowisata  ;0
2452;https://twitter.com/beritajatimcom/status/1030823260081074176;   upacara  lapangan bersih  memperingati hut ri   pln  justu menggelar upacara bendera merah putih  pos pantau wonowisata  kecamatan   kelurahan    ;0
2453;https://twitter.com/KriSurabaya/status/1024186334473334784;minggu juli nkri   giat bersih area sekitaran    kegiatan   bersih   pendataan  tanaman   bertujuan;2
2454;https://twitter.com/SapawargaSby/status/1021647851544182784;hasil koordinasi  dinas kebersihan  ruang terbuka hijau kota      satgas dkrth  mensurvey   perbaikan pju padam       terima kasih;0
2455;https://twitter.com/wayantio/status/1015906432145854464;wana    via;1
2456;https://twitter.com/DaihatsuInd/status/992267828441968641;admin  alternatif tujuan wisata    bosan   liburan     ayo cekidot      ;2
2457;https://twitter.com/WarnoPutuReog/status/977573921170976769;penanaman bibit       komunitas pecinta alam  bernama kompas  menyambut   internasional;0
2459;https://twitter.com/gen1031fmsby/status/966681486014337026; mendukung rencana pembangunan  raya  wali kota  tri rismaharini  kawasan     prioritas pembebasan lahan;0
2460;https://twitter.com/portalsurya/status/953561581056548869;  miliki  raya  seluas hektar lokasinya      wilayahnya   rungut    tahap   dipakai seluas hektar   jangka panjangnya  hektar via;2
2461;https://twitter.com/portalsurya/status/953555032447713280;  miliki  raya  seluas hektar lokasinya      via;1
2462;https://twitter.com/Peter_Adi_S/status/891383639858139143;wisata    oktober peter jalan jalan ;1
2463;https://twitter.com/swaraguna/status/874229969832079360;    serpihan surga    bumi swaraguna;0
2464;https://twitter.com/zesthotels/status/847692146559770624;     diresmikan  walikota  bambang dah  januari;0
2465;https://twitter.com/Ayik_22/status/844762707597246469;alamat perum wisma indah blok     upn lurus  wisata ;2
2466;https://twitter.com/kabarsurabaya11/status/841847950590455812;chusniyati kartini   ;1
2467;https://twitter.com/kabarsurabaya11/status/841846696153866240;chusniyati kartini   ;1
2468;https://twitter.com/TatitUjiani/status/756670224745672704;wisata          ;1
2469;https://twitter.com/BackpackerGreen/status/714736304190304256;agenda gbn  april tanam        aniv kompaas  taman dayu pasuruan;2
2470;https://twitter.com/BackpackerGreen/status/714002895121678337;dapan undangandari palasdhika tanan       april;1
2471;https://twitter.com/hanna120212/status/711569050565005312;bu risma dijenguk jalan    rusak berat   arah   trimakasi;0
2472;https://twitter.com/TangkasNews/status/710322353687949312;korps marinir gelar penanaman bibit     ;2
2473;https://twitter.com/TangkasNews/status/710291229175640065;korps marinir gelar penanaman bibit     ;2
2474;https://twitter.com/TangkasNews/status/710283146131013632;korps marinir gelar penanaman bibit     ;2
2475;https://twitter.com/onlineberindo/status/710277850528620548;korps marinir gelar penanaman bibit     ;2
2476;https://twitter.com/wellytjang/status/700852094975111168;ceraaaah banget cuaca      ;2
2477;https://twitter.com/muchlis5/status/694381343958917120; dermaga   ;1
2478;https://twitter.com/muchlis5/status/694381152233074688; dermaga   ;1
2479;https://twitter.com/muchlis5/status/694380898037313536; dermaga   ;1
2480;https://twitter.com/muchlis5/status/690393666800730112; pangkalan perahu     monyet   rantai  salah  gubuk;0
2481;https://twitter.com/pikaviaID/status/681733922955333632;    nberada  daerah     arah  kampus upn veteran   kawasan;0
2482;https://twitter.com/nurdinrazak/status/676883393938894856; baiknya ilmu  ilmu  bermanfaat nhead       real ecotourism site  ;2
2483;https://twitter.com/TrikBisnis01/status/676693491896872960;pln  desa    desa wisata ;1
2484;https://twitter.com/TrikBisnis01/status/676693340318916608;pln  desa    desa wisata ;1
2485;https://twitter.com/seputartradings/status/676693252402204672;pln  desa    desa wisata ;1
2486;https://twitter.com/HorasSumutNews6/status/676693237487112192;pln  desa    desa wisata ;1
2487;https://twitter.com/Bisniscom/status/676692846913581056;pln  desa    desa wisata ;1
2488;https://twitter.com/Taxis_45/status/676692488090951680;pln  desa    desa wisata ;1
2489;https://twitter.com/plndisjatim/status/675826938749972480;    mengasapi ikan bandeng  festival bakar bandeng siang  ayo  ;1
2490;https://twitter.com/plndisjatim/status/675638334161600512;  pencinta kesenian ludruk saksikanlah ludruk karya budaya  festival budaya   ;2
2491;https://twitter.com/plndisjatim/status/675622979213074432;bingung malam minggu   ayo   festival bandeng      ;0
2492;https://twitter.com/plndisjatim/status/675241448997060608;ayo ramaikan festival bandeng       desember ayo  ;2
2493;https://twitter.com/anggiismi/status/673328243689193472;  ceritanya niyaaa    wisata   wam pic;2
2494;https://twitter.com/anggiismi/status/673290104803233792;rajin pagi   nurmayuni rini aullia others     pic;0
2495;https://twitter.com/FioZanitra/status/654664094641885184;otw menikahi  wisata   ;1
2496;https://twitter.com/FioZanitra/status/653441162829787136;golek duwek sek wisata   ;0
2497;https://twitter.com/FioZanitra/status/653438496754036736;     ;1
2498;https://twitter.com/redaksi18/status/641896703704981504;korem bj tanam sejuta    kota  ;0
2499;https://twitter.com/Pendam5/status/640098116016836608;korem bhaskara jaya tanam sejuta    ;2
2500;https://twitter.com/Pendam5/status/640097670510477312;korem bj tanam sejuta pohon    kota  ;0
2501;https://twitter.com/wikipediaberita/status/639799092860710912;korem bj tanam sejuta pohon    kota  ;0
2502;https://twitter.com/eksposnews/status/639780848162615296;korem tanam sejuta    ;1
2503;https://twitter.com/updatejawatimur/status/639775195482292224;korem bhaskara jaya tanam sejuta    ;2
2504;https://twitter.com/beritajatimcom/status/639770177660284928;korem bhaskara jaya tanam sejuta    ;2
2505;https://twitter.com/satpolppsby/status/639612173623230464;penanaman pohon  ndi  kota   dihadiri  walikota ;0
2506;https://twitter.com/ALVIAN_19/status/626577894643474432;motley crue home sweet home   ;2
2507;https://twitter.com/VanilattEllen/status/606431669931900929; sunny day  wisata   ;0
2508;https://twitter.com/uwltragirl/status/605001334492942337; arek  wisata   ;1
2509;https://twitter.com/Rudy_Karnadi/status/599438762943258624;lahan    luasnya mencapai hektare  tumbuh   lamong    ;1
2510;https://twitter.com/HidayatiChichi/status/597642368972627968;wisata     ;1
2511;https://twitter.com/Ulid_lied/status/581688315361026048;  ;1
2512;https://twitter.com/arnitapertiwi/status/572717624758431745;halan halan wisata     ;1
2513;https://twitter.com/Septia208Tia/status/556998110694879232;  mengirim foto wisata   ;2
2514;https://twitter.com/Septia208Tia/status/556996951066292225;  mengirim foto wisata   ;2
2515;https://twitter.com/sembilanstudio/status/553781816239214592;    ;1
2516;https://twitter.com/intances/status/545725443497029634;naturally   alami biarlah  alami new   ;0
2517;https://twitter.com/TetraPak_ID/status/542545276360069121;  kusniyati penggerak didirikannya bank sampah bintang         jawa ;0
2518;https://twitter.com/dewimustika99/status/537265278120235008;kjpl  kecam penggundulan       komunitas jurnalis peduli lingkungan;0
2519;https://twitter.com/SICOMnews/status/537261324544540673;kjpl  kecam penggundulan      ;1
2520;https://twitter.com/redaksi18/status/537164239861854208;kjpl kecam penggundulan      ;1
2521;https://twitter.com/Berita0nline/status/536431385834049536;kjpl  kecam penggundulan     ;1
2522;https://twitter.com/Berita0nline/status/536421943541391360;kjpl  kecam penggundulan     ;1
2523;https://twitter.com/Berita0nline/status/536421620093448194;kjpl  kecam penggundulan     ;1
2524;https://twitter.com/christ_said/status/536390541491974144;kjpl  kecam penggundulan      ;1
2525;https://twitter.com/bagusp210/status/536390446990098432;kjpl  kecam penggundulan      ;1
2526;https://twitter.com/pustaka_lewi/status/536390397161791488;kjpl  kecam penggundulan      ;1
2527;https://twitter.com/romanbortop/status/536390353742344192;kjpl  kecam penggundulan      ;1
2528;https://twitter.com/mwpattikawa/status/536390308284485632;kjpl  kecam penggundulan      ;1
2529;https://twitter.com/Lindo_News/status/536371996930482176;kjpl  kecam penggundulan      cowok id;1
2530;https://twitter.com/kjplindonesia/status/536324491714895872;kjpl  kecam penggundulan      ;1
2531;https://twitter.com/plndisjatim/status/528014733719642112;bu chusniati manajer bank sampah bintang        binaan csr pln ;0
2532;https://twitter.com/muchlis5/status/522605399757701120;panaaas suhu  daerah     derajat;2
2533;https://twitter.com/cidographicarts/status/509667758838394881;mesmerizing wisata     ;1
2534;https://twitter.com/panda_dekputri/status/505444995399024641;  mengirim foto wisata     ;2
2535;https://twitter.com/SisiDuniaNews/status/490820057987969026;   wam   wisata alam     henti hentinya menggalakkan pengin;0
2536;https://twitter.com/ZahraNovi/status/469989015551504385;today birdwatching    ;1
2537;https://twitter.com/yoen_hulag/status/462081540743102464;   papan petunjuknya  susah ditemui    dperbaiki kalo  kampus upn   tinggal lurus ;0
2538;https://twitter.com/yoen_hulag/status/462081138194800640;          kalo dliat      jalur   twinnya;0
2539;https://twitter.com/hashaanaa/status/461692865786437632;cari vertebrata   ;0
2540;https://twitter.com/yoen_hulag/status/460775373790142465;  ;1
2541;https://twitter.com/yoen_hulag/status/460747025198235648;     perahu  tarif tetapnya tanda  kesitu susah sayang banget garudany cuman dksh sangkar  ;0
2542;https://twitter.com/andri_kurniawn/status/455231228112031745;   ;1
2543;https://twitter.com/erlinarahmynt/status/454064764944412672;   lapo  memisan ndek    erlinaedr hunting ndek    cidek  mimiethanis ;1
2544;https://twitter.com/muchlis5/status/449731836982226944; tinggal  daerah pinggir       menikmati aliran air pdam malam   cc;0
2545;https://twitter.com/KenyKau/status/445688223638224896;;1
2546;https://twitter.com/np_suwandono/status/441592752036270081;wanda   seng lak  ndek       ;1
2547;https://twitter.com/rifqibond/status/429861502531538944;daerah     sawah hujan sepi   sepi maroon  sip;0
2548;https://twitter.com/aqisaqisss/status/425513038502842368;terlintas  pikiran aqis         ;1
2549;https://twitter.com/KeMANGTEERSMG/status/422375178136346624;cc  anandya     ;1
2550;https://twitter.com/ndut_25/status/422353051127529472;    ;1
2551;https://twitter.com/LoveSuroboyo/status/415680806003036160;eco wisata         perbatasan  wisata air hijau;2
2552;https://twitter.com/ruliyy/status/405357708896776195; wayahe sek share nang twitter  emak emak  menikmati  tuanya jalan  perahu    ;0
2553;https://twitter.com/bayatadhira/status/404829572057026560;emak emak  menikmati  tuanya jalan  perahu    ;0
2554;https://twitter.com/dyomalikihakim/status/404251298410680321;xd mene nang koran mahasiswa tewas ditelan buaya muara  ardhito mene   neng    dadi wurung cuk;0
2555;https://twitter.com/himawan_ardhito/status/404250501350322177;mene   neng    dadi wurung cuk  lahir  tanggal  mati  tanggal  ;0
2556;https://twitter.com/AnnisaKhodijahP/status/404192506029436928;gasabar  besok    ;1
2557;https://twitter.com/ekaseptiadarmaw/status/399072566301581312;mohon intansi terkait  dicek papannya      sengaja  robohkan  ;0
2558;https://twitter.com/kalengssarden/status/391386139195494400;diaman  besok  deh kalo  akakaka  shafia ecieee   belajar         ;2
2559;https://twitter.com/dwisetijarini/status/388701277321850880;tanah     dkt wisata  merr via;1
2560;https://twitter.com/tyassoow/status/388664581608206337;   ;1
2561;https://twitter.com/pambudi_rizky/status/386753819511492608;cius deh background apik     onok nbe   isok koyok ngunu apik  hahahaha;2
2562;https://twitter.com/dwisetijarini/status/386501473615372288;tanah     dkt wisata  merr via;1
2563;https://twitter.com/itawisnu/status/372252474112884736; kec   dermaga    dermaga kali kebon agung;1
2564;https://twitter.com/mangroveins/status/362575318407589888; kelurahan   kec  kota   dijadikan referensi ekosistem   jawa ;0
2565;https://twitter.com/wohing_ati/status/349740442138603520;keren  teman teman  pesisir utara    pelestarian  bank sampah;0
2566;https://twitter.com/vidyayupi/status/346274647802785793;alhmdulillah susur  laut  saangaat mnyenangkan        kakak    ratno;1
2567;https://twitter.com/karimsujatmiko/status/342587572607918081;lingkungan     mendukung avicenia marina  tumbuh  avicenia alba  bersifat stenotoleran mimisan;2
2568;https://twitter.com/dimasd_/status/340752882527772674;    ;1
2569;https://twitter.com/firmangembul/status/338853519874486273; aksi bersih  tumbuh   dilaksanakan  keluarga    kec ;2
2570;https://twitter.com/HiLo/status/336779867112755201;  pnh kesana      tujuan ecotourism wisata alam        ;0
2571;https://twitter.com/vidyayupi/status/336318141892284416;    tujuan ecotourism  wisata alam         ;0
2572;https://twitter.com/dietsempurnaID/status/330517312518115329; sobat   wisata       mjd pilihan  info selengkapnya hati;0
2573;https://twitter.com/SahabatBakau/status/330517209489215488; sobat   wisata       mjd pilihan  info selengkapnya;1
2574;https://twitter.com/sheratonsub/status/328706893432377344;cycling  plant  trees   ;1
2575;https://twitter.com/rizkiiamaliyaa/status/328003381501255681;sebelah  haha  amaliyanti   sebelah  sih;0
